ZoneName,LengthM,SiteCode,DateStart,DateFinish,ZoneDescription,Comments,Comments2,RoadType,RCACScore,RoadWidthM,LRoadWidth,RRoadWidth,WidthVarie,RCACWidth,RCACTreesW,RCACTreesS,RCACGround,RCACGrassl,RCACLeafLi,RCACLogs,RCACRocksC,RCACWetlan,RCACMaxFau,RCACRegene,RCACWildli,RCACWeedCo,RCACSiteDi,RCACRareSp,HollowTree,LargeOldTree,Trees,LogsWoodyD,GroundFlor,Mistletoe,Shrubs,BioticSoil,LeafMulchL,Rocks,CracksCrev,Wetland,Disturbanc,Regenerati,Weeds,Powerline,BiomassRed,AdjoiningL,AdjoiningV,PowerlineD,CanopyCont,OverallFue,GroundFuel,ElevatedFu,BarkHazard,Majorweeds,Locality,LandFormLS,LandForm00,SoilType,EVCCode,EVCNotes,EVCSource,Origin,Recommenda
bibbys lane,1,g343,23/03/2015,23/03/2015,woodland with weedy grassy understorey,,hcv roadside converted to very high status due to listed species presence,,30,6.0,,,1,2,2,2,2,0,1,2,0,0,5,1,2,1,4,1,1,1,18.0,2,29,1,23,0,1,0,0,0,3,2,2,0,300,,i+e,309.0,2,,,,,,garibaldi,2.1lsp6-2,,szb,47,47,,,
hardies hill road,2,g457,23/03/2015,23/03/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,2,2,1,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,3,0,300,,i+e,310.0,0,,,,,,garibaldi,2.1lsp6-2,,szb,47,47,,,
hardies hill road,1,g457,23/03/2015,23/03/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,1,2,2,0,2,0,0,0,5,1,2,2,4,1,0,1,18.0,0,29,0,23,1,3,0,0,0,3,2,3,0,300,,i+e,306.0,2,,,,,,garibaldi,2.1lsp6-2,,szb,2206,47>127>22/20,,,
grenville drive,5,g447,23/03/2015,23/03/2015,forest,,hcv roadside converted to very high status due to listed species presence,,31,6.0,,,0,2,3,2,2,0,2,1,0,0,5,1,2,2,4,1,1,2,20.0,1,29,0,24,0,3,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,garibaldi,2.1lsp6-2,,szb,47,47,,,
grenville drive,1,g447,23/03/2015,23/03/2015,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,1,2,2,1,0,0,16.0,0,29,1,23,0,2,0,0,0,2,2,3,0,289,,i+e,306.0,1,,,,,,garibaldi,2.1lsp6-2,,szb,47,47,,,
mckerrals road,7,g248,23/03/2015,23/03/2015,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,3,2,2,0,2,2,0,0,5,1,2,2,4,1,1,2,20.0,2,29,0,24,0,3,0,0,0,3,2,3,0,300,,n,309.0,3,,,,,,grenville,2.1lsp6-2,,szb,411,47/3,,,
mckerrals road,4,g248,23/03/2015,23/03/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,300,,n,309.0,0,,,,,,grenville,2.1lsp6-2,,szb,125,soak,,,
mckerrals road,1,g248,23/03/2015,23/03/2015,cleared with occasional trees and/or shrubs,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,1,0,0,17.0,0,29,0,24,0,2,0,0,0,3,2,3,0,300,,n,309.0,0,,,,,,mount mercer,2.1lsp6-2,,szb,2223,2223,,,
mckerrals road,4,g248,23/03/2015,23/03/2015,pasture grasses and weeds,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,300,,n,309.0,0,,,,,,mount mercer,2.1lsp6-2,,szb,2223,2223,,,
mckerrals road,1,g248,23/03/2015,23/03/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,0.0,0,29,0,24,0,0,0,0,0,2,2,1,0,298,,e,309.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
cahirs road,1,g373,23/03/2015,23/03/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,2,2,4,1,1,0,18.0,1,29,0,23,0,2,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,mount mercer,2.1lsp6-2,,szb,125,soak>47/3,,,
kellys road,4,g480,25/03/2015,25/03/2015,pasture grasses and weeds,,,,5,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,en,309.0,0,,,,,,grenville,7.1pbfq6-5,,ye,2223,2223,,,
kellys road,2,g480,25/03/2015,25/03/2015,scattered wattles and a mainly pasture grass groundlayer,,,,13,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,1,1,4,0,0,0,0.0,0,29,0,23,0,1,0,0,0,3,2,2,0,300,,e,309.0,0,,,,,,grenville,7.1pbfq6-5,,ye,2223,2223,,,
buninyong-mt mercer road,1,g363,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,2,2,1,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,3,0,289,,e,309.0,0,,,,,,grenville,2.1lsp6-2,,szb,47,47,,,
buninyong-mt mercer road,5,g363,25/03/2015,25/03/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,6.0,,,0,2,0,2,2,0,2,0,0,0,5,1,1,2,4,1,0,0,18.0,0,29,0,24,0,2,0,0,0,3,2,3,0,289,,e/sb,309.0,2,,,,,,mount mercer,2.1lsp6-2,,szb,47,47,,,
buninyong-mt mercer road,1,g363,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,11,6.0,,,0,2,0,1,2,0,0,0,1,0,4,1,1,1,2,0,0,0,0.0,0,29,1,16,0,0,1,0,0,2,2,2,0,289,,e,309.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
meredith-mt mercer road,1,g194,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,1,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,289,,e,309.0,0,,,,,,meredith,7.1pbfq6-5,,ye,2223,2223,,,
meredith-mt mercer road,2,g194,25/03/2015,25/03/2015,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,1,1,0,2,2,0,1,1,1,0,5,1,2,2,4,1,0,0,16.0,1,29,2,24,0,1,1,0,0,3,2,3,0,289,,e/sb,309.0,1,,,,,,mount mercer,7.1pbfq6-5,,ye,411,47/3,,,
meredith-mt mercer road,1,g194,25/03/2015,25/03/2015,scattered wattles and a mainly native grass groundlayer,,,,15,4.0,,,1,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,16.0,1,29,0,23,0,2,0,0,0,3,2,3,0,289,,i+e,309.0,1,,,,,,mount mercer,7.1pfq6-4,,,411,47/3>2223,,,
meredith-mt mercer road,1,g194,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,10,4.0,,,0,1,0,2,2,0,0,0,1,0,5,0,1,1,2,0,0,0,0.0,0,29,0,23,0,0,1,0,0,2,1,2,0,289,,e/sb,310.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
mt mercer-dereel road,1,g247,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,1,2,0,0,0,0,0,3,1,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,e,310.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
mt mercer-dereel road,1,g247,25/03/2015,25/03/2015,cleared under powerlines,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,sb,309.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
mt mercer-dereel road,1,g247,25/03/2015,25/03/2015,woodland with patchy native grass understorey,,,,15,4.0,,,0,1,0,2,2,0,1,1,0,0,5,1,2,2,4,0,0,0,18.0,1,29,0,24,0,1,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,mount mercer,2.1lsp6-2,,szb,47,47>[3/47],,,
mt mercer-dereel road,6,g247,25/03/2015,25/03/2015,scattered wattles and a mainly native grass groundlayer,,,,12,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,4,0,0,0,0.0,0,29,0,23,0,0,0,0,0,3,2,2,0,300,,e,309.0,0,,,,,,mount mercer,2.1lsp6-2,,szb,2223,2223,,,
mt mercer-dereel road,8,g247,25/03/2015,25/03/2015,woodland with patchy native grass/bracken understorey,,,,15,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,29,1,24,0,2,0,0,0,3,2,3,0,289,,e,309.0,3,,,,,,mount mercer,2.1lsp6-2,,szb,47,47,,,
gumley road,1,g166,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,2,1,0,289,,e,310.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
rices road,3,g211,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,10,4.0,,,0,1,0,2,2,0,0,0,1,0,5,1,1,0,2,0,0,0,16.0,0,29,0,23,0,0,1,0,0,2,2,1,0,289,,e,309.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2226,2223>55hirf,,,
gumley road,3,g166,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,0,2,0,0,0,1,0,3,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,1,0,0,2,1,1,0,298,,e,310.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2223,2223,,,
grahams road,4,g164,25/03/2015,25/03/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,1,0,4,1,0,0,0,0,0,0,0.0,0,29,0,16,0,0,1,0,0,1,2,1,0,300,,e/sb,309.0,0,,,,,,mount mercer,7.1pbfq6-5,,ye,2224,2223>132>[125]>2223,,,
mooney court,3,g526,26/03/2015,26/03/2015,"forest, with woody weeds on verges",first 100m very weedy,,,16,10.0,,,0,2,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,20.0,0,29,0,23,0,2,0,0,0,3,2,3,0,300,,i+e,309.0,2,,,,,,smythesdale,2.1lsp7-4,,yt,47,47,,,
whites road,5,g067,26/03/2015,26/03/2015,pasture grasses and weeds,,,,3,4.0,,,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,28,0,16,0,0,0,0,0,1,1,1,0,298,,e,310.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
wethling lane,2,g648,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,25,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,2,1,0,0,16.0,0,29,1,16,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,1,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
herbert lane,2,g468,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,11,10.0,,,0,2,1,2,2,0,0,0,0,0,5,1,0,1,2,0,0,1,18.0,0,29,0,16,0,0,0,0,0,2,2,2,0,298,,i,309.0,2,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
whites road,5,g067,26/03/2015,26/03/2015,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,26,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,1,2,1,0,0,18.0,0,29,0,23,0,0,0,0,0,2,2,2,0,289,,i+e,306.0,1,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
griffin way,3,g449,26/03/2015,26/03/2015,"semi-urban, few remnants",,,,5,4.0,,,1,1,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
whites road,1,g067,26/03/2015,26/03/2015,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,26,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,1,2,1,0,0,19.0,0,29,0,24,0,0,0,0,0,2,2,2,0,300,,i+e,309.0,2,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
whites road,5,g067,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,very patchy,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,2,1,2,1,0,0,18.0,0,29,0,23,0,1,0,0,0,2,2,2,0,300,,i+e,306.0,1,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
john court,2,g061c,26/03/2015,26/03/2015,cleared under powerlines,,,,15,8.0,,,1,2,0,1,2,0,1,0,0,0,4,2,2,3,2,0,0,0,0.0,0,29,0,16,0,1,0,0,0,2,3,4,0,289,,i+e,310.0,0,,,,,,haddon,2.1lsp7-4,,yt,286,20/22,,,
devon court,3,g061b,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,13,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,3,2,0,0,0,0.0,0,48,0,25,0,0,0,0,0,2,2,4,0,289,,i+e,310.0,1,,,,,,haddon,2.1lsp6-2,,szb,286,22/20,,,
bykersma road,1,g067a,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,very patchy,,,13,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,2,0,0,0,16.0,0,38,1,26,0,1,0,0,0,2,2,3,0,298,,i+e,306.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,265,47>22/20>47,,,
snake valley-smythesdale road,6,g046,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise lcv",,21,6.0,,,0,2,0,2,2,0,0,0,0,0,4,0,0,0,0,1,0,0,16.0,0,29,1,16,0,0,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
surface hill road,2,g619,26/03/2015,26/03/2015,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,1,2,2,0,2,0,0,0,5,1,2,2,4,1,0,1,20.0,0,32,0,24,0,2,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
doctors road,4,g064a,26/03/2015,26/03/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,45,0,24,2,3,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,smythesdale,2.1lsp6-2,,szb,2206,20>47,,,
doctors road,5,g064a,26/03/2015,26/03/2015,woodland with weedy grassy understorey,,"roadside only scores hcv due to listed species presence, otherwise mcv",,29,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,2,1,4,1,0,0,18.0,2,45,0,24,2,3,0,0,0,3,2,2,0,300,,i,309.0,3,,,,,,smythesdale,2.1lsp6-2,,ye,410,47>198>47,,,
doctors road,1,g064a,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,2,1,0,300,,en,309.0,0,,,,,,smythesdale,7.1pbfq6-5,,ye,47,47,,,
wills street,1,g650,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,6,8.0,,,0,2,0,1,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,2,0,298,,en,309.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
lords road,6,g495,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,5,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,16.0,0,29,0,16,0,0,0,0,0,1,1,1,0,300,,i+e,309.0,0,,,,,,smythesdale,7.1pbfq6-5,,ye,47,47,,,
pony club lane,5,g555,26/03/2015,26/03/2015,pasture grasses and weeds,,"roadside only scores hcv due to listed species presence, otherwise lcv",,19,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,e/sb,309.0,0,,,,,,smythesdale,7.1pbfq6-5,,ye,47,47,,,
bandys road,4,g006a,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,10,8.0,,,0,2,0,2,2,0,0,0,0,0,4,0,0,2,2,0,0,0,0.0,0,29,0,23,0,0,0,0,0,2,1,3,0,298,,i+e,310.0,0,,,,,,smythesdale,2.1lsp6-2,,ye,47,47,,,
"taylor street, smythesdale",4,g622,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,7,4.0,,,1,1,0,1,2,0,0,0,0,0,3,0,0,1,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,2,0,298,,e,309.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
"browns road, scarsdale",2,g020,26/03/2015,26/03/2015,cleared under powerlines,,,,14,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,2,4,0,0,0,16.0,0,29,0,16,0,0,0,0,0,3,2,3,0,298,,i+e,310.0,0,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
burdett street/noble street,4,g364,26/03/2015,26/03/2015,woodland with patchy native grass understorey,,,,12,8.0,,,0,2,0,2,2,0,2,0,0,0,5,1,0,2,2,0,0,0,16.0,0,29,0,23,0,2,0,0,0,2,2,3,0,300,,i+e,306.0,1,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
baglin street,4,g329,26/03/2015,26/03/2015,woodland with patchy native grass understorey,,,,14,8.0,,,0,2,0,2,2,0,2,0,0,0,5,1,2,2,2,0,0,0,18.0,0,29,0,23,0,2,0,0,0,2,2,3,0,300,,i+e,306.0,3,,,,,,smythesdale,2.1lsp6-2,,szb,47,47,,,
"careys road, scarsdale",1,g006b,26/03/2015,26/03/2015,cleared with occasional trees and/or shrubs,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,e,306.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
old colac road,4,g541,01/04/2015,01/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,3,3,4,1,0,1,20.0,1,45,1,26,2,3,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,enfield,2.1lsp6-2,,szb,2206,20/22>20/127>[198]>47,,,
oloughlins road,2,g543,01/04/2015,01/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,33,8.0,,,0,2,3,2,2,0,2,2,0,0,5,1,3,3,4,1,2,2,20.0,2,45,1,25,2,3,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,enfield,2.1lsp6-2,,szb,2206,20/22>47/127>47>22,,,
delaccas road,1,g401,01/04/2015,01/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,30,4.0,,,0,1,3,2,2,0,1,1,0,0,5,1,2,2,4,1,1,2,20.0,1,29,0,24,0,1,0,0,0,3,2,3,0,300,,e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,411,47/3,,,
wattle road,3,g643,01/04/2015,01/04/2015,woodland with patchy native grass/bracken understorey,,,,17,4.0,,,1,1,1,2,2,0,2,1,0,0,5,2,2,3,4,0,0,1,19.0,1,50,0,24,0,2,0,0,0,3,3,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,411,Mar-47,,,
gum road,1,g451,01/04/2015,01/04/2015,forest,,,,16,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,3,4,0,0,0,20.0,0,45,2,24,0,2,0,0,0,3,2,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,286,20/22,,,
acacia road,6,g322,01/04/2015,01/04/2015,cleared under powerlines,,,,13,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,1,3,2,0,0,0,0.0,0,29,0,23,0,2,0,0,0,2,2,4,0,300,,sb,310.0,0,,,,,,dereel,2.1lsp6-2,,szb,265,20/22>47,,,
arnolds road,7,g122,01/04/2015,01/04/2015,cleared under powerlines,,,,10,4.0,,,0,1,0,1,2,0,1,0,0,0,4,1,0,2,2,0,0,0,0.0,0,45,0,16,0,1,0,0,0,2,2,3,0,289,,i,309.0,0,,,,,,dereel,2.1lsp6-2,,szb,286,20/22,,,
"russell street, dereel",1,g578,01/04/2015,01/04/2015,woodland with patchy native grass understorey,,,,15,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,19.0,0,29,0,17,0,2,0,0,0,3,2,3,0,300,,i,309.0,3,,,,,,dereel,2.1pft6-4,,yf,3,3,,,
battery road,3,g417,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,13,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,2,2,0,0,0,16.0,0,29,0,23,0,2,0,0,0,2,2,3,0,298,,i+e,309.0,1,,,,,,dereel,2.1pft6-4,,yf,3,3,,,
golden reef road,2,g242,01/04/2015,01/04/2015,forest,,,,17,4.0,,,1,1,0,2,2,0,2,0,0,0,5,1,3,3,4,0,0,0,20.0,0,45,0,24,1,3,0,0,0,3,2,4,0,300,,i+e,309.0,3,,,,,,dereel,2.1lsp6-2,,szb,127,[3]>127>[22/20],,,
farley lane,3,g416,01/04/2015,01/04/2015,"derived grassland, scattered wattles on edges",,,,9,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,1,2,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,3,0,298,,e,309.0,0,,,,,,dereel,2.1lsp6-2,,szb,3,3,,,
spring road,4,g219,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,290,,e/sb,306.0,0,,,,,,corindhap,2.1lsp6-2,,szb,3,3,,,
spring road,9,g219,01/04/2015,01/04/2015,woodland with patchy native grass understorey,,,,16,8.0,,,1,2,2,2,2,0,1,0,0,0,5,1,2,2,4,0,0,2,18.0,0,29,1,23,0,1,0,0,0,3,2,3,0,300,,i+e,309.0,2,,,,,,corindhap,2.1lsp6-2,,szb,175,175,,,
trendes lane,8,g224,01/04/2015,01/04/2015,cleared with occasional trees and/or shrubs,,,,4,4.0,,,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,2,1,0,294,,e,309.0,0,,,,,,corindhap,2.1lsp6-2,,szb,175,175,,,
leigh court,3,g488,01/04/2015,01/04/2015,urban,,,,11,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,0,2,2,0,0,0,16.0,0,29,0,16,0,1,0,0,0,2,2,3,0,298,,e,310.0,1,,,,,,corindhap,2.1lsp6-2,,szb,3,3,,,
mellingtons road,5,g156,01/04/2015,01/04/2015,woodland with patchy native grass/bracken understorey,,,,17,4.0,,,0,1,3,2,2,0,2,2,0,0,5,1,3,3,4,0,2,1,19.0,2,43,0,26,0,2,0,0,0,3,2,4,0,300,,i+e,309.0,3,,,,,,corindhap,2.1pft6-4,,yf,3,3,,,
"browns road, scarsdale",7,g020,02/04/2015,02/04/2015,woodland with patchy native grass understorey,,,,16,10.0,,,1,2,0,2,2,0,2,1,0,0,5,1,2,2,4,0,0,0,19.0,1,30,1,25,1,2,0,0,0,3,2,3,0,289,,i+e,306.0,2,,,,,,scarsdale,2.1lsp6-2,,szb,47,47,,,
"browns road, scarsdale",2,g020,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,2,1,0,289,,e,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47/soak,,,
leith road,3,g489,02/04/2015,02/04/2015,pasture grasses and weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,300,,e,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
vicki court,4,g637,02/04/2015,02/04/2015,cleared with occasional trees and/or shrubs,,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,e/sb,306.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
richards court,2,g006d,02/04/2015,02/04/2015,"mown rural residential, no remnant woody vegetation",,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e/sb,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gale court,1,g429,02/04/2015,02/04/2015,"mown rural residential, no remnant woody vegetation",,,,4,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,298,,e/sb,309.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gorman court,1,g444,02/04/2015,02/04/2015,cleared under powerlines,,,,16,4.0,,,0,1,0,2,2,0,2,0,0,0,5,1,2,3,4,0,0,0,16.0,0,45,0,16,2,3,0,0,0,3,2,4,0,300,,i,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
gorman court,3,g444,02/04/2015,02/04/2015,dominated by planted and spreading environmental weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e/sb,310.0,0,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
victoria road,3,g066,02/04/2015,02/04/2015,woodland with patchy native grass understorey,,,,16,4.0,,,0,1,0,2,2,0,2,1,0,0,5,1,2,3,4,0,0,0,19.0,1,45,0,24,0,2,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,scarsdale,7.1pbfq6-5,,ye,47,47,,,
victoria road,1,g066,02/04/2015,02/04/2015,forest,,hcv roadside converted to very high status due to listed species presence,,32,4.0,,,0,1,0,2,2,0,2,2,0,0,5,1,3,3,4,1,0,0,20.0,2,45,0,24,0,2,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,scarsdale,2.1lsp6-2,,szb,2206,47>[198]>[47]>20,,,
